pCO2,u,sigma,Cl,pH,T,P,t_s,Qw,Qo,Fe,SO4,yN2,yCH4,v,yCO2,Na,Ba,Mg,Ca,Sr,HCO3,TSS,TDS,Alk,FP,D,Di,De,TH,e,Qg
13.43,5.854322207871233,1130.0,185.0,7.02,250.0,85.0,0.1286789869952088,4551.0,74.0,5.14,5.0,7.66,65.3,20.0,15.8,133.0,0.1,12.0,53.3,0.912,237.0,148.0,641.0,237.0,1.0,3.0,2.067,3.5,136.0,6.02,4.311980000000001e-09
0.7686,0.4263399669734997,617.0,24.3,6.94,250.0,63.0,0.3394934976043806,29.0,551.0,12.3,5.0,3.49,68.9,20.0,1.22,83.5,0.1,2.88,11.4,0.15,267.0,240.0,355.0,267.0,1.0,4.0,3.068,4.5,30.1,6.02,3.210677e-08
8.769,4.220543677606127,457.58,5.545,6.7213,250.0,74.0,5.136208076659822,12987.30001,42.99999000000025,4.5123,5.2821,22.05,49.00000000000001,7.123759716602596,11.85,55.27500000000001,0.1,4.167899999999999,11.798,0.15693,203.36,84.65,269.06,203.36,1.0,6.0,3.068,6.625,31.275,5.49,2.5060394172000144e-09
15.087,7.257207678786626,529.0,27.1,6.97,250.0,107.0,17.39904175222451,5647.3005,85.9994999999999,4.0,5.0,6.72,69.1,0.5055605524259367,14.1,68.7,0.1,4.64,9.9,0.15,205.0,79.0,306.0,205.0,0.0,3.0,3.068,3.5,27.4,5.49,5.011190864999994e-09
13.65916,8.288075925444625,502.05,15.655,7.0065,250.0,106.0,15.23887748117728,25501.20012,86.99988000000303,3.9685,5.5225,3.338,57.785,0.8519809529737615,12.886,64.5,0.1,2.69,10.45,0.15,210.0,72.8,293.25,210.0,1.0,6.0,4.026,6.625,27.915,6.02,5.069483007600177e-09
1.0656,3.61881774380558,718.0,4.6,6.7,250.0,48.0,11.01984941820671,4859.099700000001,64.0002999999997,6.27,29.4,18.4,40.5,11.325994432197716,2.22,110.0,0.1,3.35,5.63,0.15,315.0,32.0,411.0,315.0,1.0,4.0,3.068,4.5,14.3,5.49,3.729297480999983e-09
1.388388,0.2306508025773254,718.0,4.6,6.7,104.29,62.54,7.964407939767283,618.1028,93.99720000000002,6.27,29.4,18.4,40.5,0.672840097233541,2.22,110.0,0.1,3.35,5.63,0.15,315.0,32.0,411.0,315.0,2.0,6.0,3.068,6.625,14.3,5.49,3.9478824000000006e-09
8.8536485,1.562021430721874,507.4900000000001,14.323,6.379,235.47,75.05,6.743326488706366,2091.0,34.0,9.9317,5.0,22.7374,46.389,0.0831509240967874,11.797,70.53500000000001,0.1,4.4857,13.555,0.22161,205.04,155.91,296.36,205.04,0.0,4.0,2.067,4.5,37.316,3.91,1.428e-09
8.8673838,1.653905044293749,607.11,13.179,6.6999,233.28,75.57,5.319644079397673,2241.0,9.0,6.928199999999999,5.0589,20.5436,48.972,0.2814401604944935,11.734,77.06700000000001,0.1,3.93,21.339,0.45654,262.94,111.31,351.48,262.94,1.0,4.0,,4.5,57.875,5.49,3.78e-10
0.9473413999999998,4.880162992481461,688.24,4.024,7.007199999999999,243.26,65.02,14.58179329226557,3823.40018,31.99982,5.0892,5.976,7.045999999999999,27.34,0.1630892172926611,1.457,110.96,0.1,2.8604,6.8972,0.15,317.88,105.92,396.6,317.88,0.0,3.0,2.067,3.5,18.524,5.49,9.599946e-10
14.19658,11.48054736452984,993.0,126.0,6.72,248.73,120.31,3.94798083504449,9030.79986,39.0001400000001,2.01,32.8,28.3,46.7,12.357071870870504,11.8,164.0,0.1,6.94,8.61,0.15,287.0,42.0,562.0,287.0,0.0,3.0,,3.5,22.9,6.02,1.1700042000000027e-09
2.198699999999999,5.769509087078513,493.1,4.892000000000001,6.803,250.0,63.0,2.362765229295003,17755.5,57.0,11.39,5.0,-6.320000000000011,54.11999999999999,0.2453863352683681,3.489999999999998,63.39,0.1,3.064,14.46,0.2402,220.2,243.4,289.0,220.2,1.0,6.0,3.068,6.625,39.41999999999999,6.02,3.32139e-09
11.016,0.0759479637777889,709.0,27.2,7.41,250.0,54.0,18.5927446954141,48.0,12.0,7.41,5.0,16.7,49.7,0.4605384444455351,20.4,103.0,0.1,6.19,25.4,0.553,274.0,155.0,408.0,274.0,0.0,3.0,,3.5,67.5,5.49,6.992400000000001e-10
13.899,2.940275634299998,421.0,4.0,7.03,250.0,123.0,8.960985626283367,3884.0,116.0,3.71,5.0,7.16,63.5,0.4655670814980898,11.3,61.7,0.1,4.96,10.3,0.15,179.0,75.0,248.0,179.0,1.0,4.0,2.067,4.5,26.9,5.49,6.7593200000000014e-09
3.761038,3.784502275798385,680.1099999999999,6.899,6.992699999999999,250.0,86.0,10.85284052019165,5096.50015,51.99985000000015,4.793,5.0364,4.1028,26.431,0.4125748720216142,4.3733,107.217,0.1,2.9947,7.6585,0.15,308.25,106.01,392.36,308.25,1.0,4.0,2.067,4.5,20.728,5.49,3.030551258000009e-09
7.92,1.202866761992129,514.0,15.1,6.33,250.0,66.0,5.620807665982204,1618.3996,18.0003999999999,10.4,5.0,29.1,39.4,9.16941215275514,12.0,71.2,0.1,4.45,13.8,0.227,207.0,162.0,300.0,207.0,1.0,4.0,3.068,4.5,38.1,6.02,1.048703303999994e-09
9.23,0.0523102157228451,584.0,46.1,6.74,250.0,65.0,21.59069130732375,140.505,20.995,12.1,7.73,11.3,50.7,0.1215336832311731,14.2,97.0,0.1,1.05,6.85,0.15,209.0,221.0,337.0,209.0,1.0,6.0,,6.625,18.8,5.49,1.22337865e-09
12.549,2.906655153715614,529.0,27.1,6.97,250.0,89.0,27.27720739219713,2234.2999,62.0001000000002,4.0,5.0,6.72,69.1,0.2558546913586304,14.1,68.7,0.1,4.64,9.9,0.15,205.0,79.0,306.0,205.0,1.0,3.0,2.067,3.5,27.4,6.02,3.612745827000012e-09
7.08,1.383937205690406,514.0,15.1,6.33,250.0,59.0,2.108145106091718,4225.7003,46.99969999999939,10.4,5.0,29.1,39.4,20.0,12.0,71.2,0.1,4.45,13.8,0.227,207.0,162.0,300.0,207.0,1.0,6.0,3.068,6.625,38.1,7.11,2.738672518999965e-09
6.868199999999999,3.722969184387215,505.83,11.089,6.824800000000001,190.0,100.0,16.48459958932238,2911.19976,30.00023999999985,6.6877,5.2015,10.6132,61.35100000000001,0.3605521898967062,6.8682,63.694,0.1,3.7406,11.508,0.15,223.64,130.75,295.01,223.64,0.0,3.0,3.068,3.5,30.361,5.49,1.748113984799991e-09
6.726,0.9006162704649476,993.0,126.0,6.72,190.0,57.0,5.314168377823409,674.502,36.99800000000005,2.01,32.8,28.3,46.7,4.888789674486567,11.8,164.0,0.1,6.94,8.61,0.15,287.0,42.0,562.0,287.0,0.0,3.0,,3.5,22.9,5.49,2.155873460000003e-09
5.31,0.703278144582326,452.0,4.6,6.76,250.0,45.0,16.88432580424367,505.5960000000001,50.00399999999996,3.93,5.31,19.7,52.2,0.2590355798270294,11.8,53.7,0.1,4.14,11.6,0.15,203.0,77.0,266.0,203.0,1.0,3.0,3.068,3.5,30.6,5.49,2.913733079999998e-09
4.42618,4.523467049588832,474.36,7.347,6.7514,250.0,62.0,3.096509240246407,6129.80018,23.99982,5.577500000000001,6.1368,11.868,42.932,0.2910411887904408,7.139000000000001,52.98699999999999,0.1,3.6618,14.896,0.18916,204.02,127.18,276.13,204.02,1.0,4.0,3.068,4.5,39.717,6.02,1.3987095096e-09
2.7024,0.2047901979289949,1050.0,126.0,7.22,250.0,48.0,5.782340862422998,200.592,78.00800000000001,5.15,5.0,21.2,37.2,0.1273914916793288,5.63,158.0,0.1,6.64,38.6,1.22,280.0,98.0,593.0,280.0,1.0,4.0,3.068,4.5,103.0,5.49,4.5455261600000025e-09
11.466,0.5728392004524971,634.0,26.3,6.81,190.0,63.0,5.697467488021903,666.3014999999999,112.9985,3.14,5.28,12.3,46.6,0.3061127144754622,18.2,81.9,0.1,4.03,12.4,0.15,243.0,86.0,368.0,243.0,1.0,4.0,,4.5,34.3,5.49,6.584422595000003e-09
11.844,3.070015296663485,629.0,14.8,7.25,250.0,63.0,12.6735112936345,4105.4995,71.0005000000001,4.23,5.0,9.17,62.5,2.017833480471453,18.8,99.5,0.1,5.68,26.4,0.709,272.0,94.0,364.0,242.0,1.0,4.0,3.068,4.5,71.9,6.02,4.137199135000006e-09
1.243,2.341728883148494,687.0,4.0,7.02,250.0,110.0,15.01711156741958,1776.0,74.0,5.04,5.0,2.18,21.7,0.2302384773001334,1.13,111.0,0.1,2.84,6.95,0.15,318.0,109.0,396.0,318.0,1.0,3.0,3.068,3.5,18.7,5.49,4.311980000000001e-09
6.844000000000001,1.265799396296483,452.0,4.6,6.76,250.0,58.0,20.145106091718,989.0,10.99999999999989,3.93,5.31,19.7,52.2,0.2010158226857741,11.8,53.7,0.1,4.14,11.6,0.15,203.0,77.0,266.0,203.0,0.0,3.0,3.068,3.5,30.6,5.49,6.409699999999934e-10
9.4,0.7594796377778897,629.0,14.8,7.25,200.0,50.0,4.555783709787817,474.0,126.0,4.23,5.0,9.17,62.5,8.376788688673535,18.8,99.5,0.1,5.68,26.4,0.709,272.0,94.0,364.0,242.0,1.0,3.0,,3.5,71.9,5.49,7.34202e-09
8.52,0.142159067302793,584.0,46.1,6.74,250.0,60.0,21.59890485968515,608.0,152.0,12.1,7.73,11.3,50.7,0.4815111596315862,14.2,97.0,0.1,1.05,6.85,0.15,209.0,221.0,337.0,209.0,2.0,8.0,2.067,8.625,18.8,5.49,8.85704e-09
3.4906,0.3140949446340973,1050.0,126.0,7.22,128.0,62.0,12.95824777549624,380.297,47.00299999999999,5.15,5.0,21.2,37.2,0.3922330259945789,5.63,158.0,0.1,6.64,38.6,1.22,280.0,98.0,593.0,280.0,1.0,4.0,2.067,4.5,103.0,5.49,2.738864809999999e-09
3.294123,2.005116968620886,467.12,7.976800000000001,6.747999999999999,250.0,49.0,7.24435318275154,6177.49995,13.00004999999965,3.4728,6.5796,11.2414,41.761,13.794406651549505,6.722700000000001,48.816,0.1,3.828,15.152,0.17136,198.44,87.56,271.16,198.44,1.0,6.0,,6.625,40.068,6.02,7.575129134999795e-10
7.426,1.560224335875045,1130.0,185.0,7.02,250.0,47.0,14.6009582477755,1179.5982,53.0018,5.14,5.0,7.66,65.3,0.2462546598251009,15.8,133.0,0.1,12.0,53.3,0.912,237.0,148.0,641.0,237.0,1.0,3.0,,3.5,136.0,3.91,3.088944904e-09
0.6222,3.704741673080547,617.0,24.3,6.94,200.0,51.0,3.581108829568788,2914.80012,11.99987999999985,12.3,5.0,3.49,68.9,0.2558376097057078,1.22,83.5,0.1,2.88,11.4,0.15,267.0,240.0,355.0,267.0,0.0,3.0,,3.5,30.1,5.49,6.992330075999911e-10
6.909,2.923363705746727,529.0,27.1,6.97,250.0,49.0,15.75906913073237,2212.501,96.99900000000024,4.0,5.0,6.72,69.1,0.3539506801636481,14.1,68.7,0.1,4.64,9.9,0.15,205.0,79.0,306.0,205.0,1.0,3.0,2.067,3.5,27.4,5.49,5.652131730000015e-09
7.426,1.969077540878809,1130.0,185.0,7.02,250.0,47.0,5.626283367556468,1485.598,70.00199999999995,5.14,5.0,7.66,65.3,0.2590586405717114,15.8,133.0,0.1,12.0,53.3,0.912,237.0,148.0,641.0,237.0,1.0,3.0,,3.5,136.0,5.49,4.079016539999998e-09
4.883999999999999,0.6648417881901671,497.0,22.7,7.29,193.0,37.0,9.27857631759069,1974.6012,77.99879999999985,4.01,5.0,2.16,69.8,0.1495888595320936,13.2,67.9,0.1,3.89,22.4,0.389,182.0,70.0,290.0,182.0,1.0,6.0,3.068,6.625,57.6,5.49,4.54499007599999e-09
8.798,3.430949263661617,495.0,5.82,6.76,250.0,106.0,4.194387405886379,2607.501,102.9989999999998,11.3,5.0,13.7,45.8,0.412538145650454,8.3,64.1,0.1,3.19,14.4,0.239,219.0,236.0,290.0,219.0,1.0,3.0,2.067,3.5,39.3,5.49,6.001751729999988e-09
12.68176,2.034266209788078,686.25,66.075,6.734999999999999,250.0,91.0,7.189596167008898,1517.1024,89.99759999999992,9.5775,13.9975,13.17,50.26000000000001,4.213617909337878,13.936,113.75,0.1,2.5225,7.289999999999999,0.15,228.5,176.25,393.25,228.5,1.0,3.0,3.068,3.5,19.825,5.49,5.2441601519999964e-09
9.794,7.797655506708031,452.0,4.6,6.76,250.0,83.0,6.767967145790554,23944.09986,130.0001400000001,3.93,5.31,19.7,52.2,0.296599343698044,11.8,53.7,0.1,4.14,11.6,0.15,203.0,77.0,266.0,203.0,1.0,6.0,3.068,6.625,30.6,5.49,7.576408159200005e-09
15.834,6.542921862116928,634.0,26.3,6.81,250.0,87.0,10.78713210130048,8820.09999,81.00000999999975,3.14,5.28,12.3,46.6,0.5987532808398953,18.2,81.9,0.1,4.03,12.4,0.15,243.0,86.0,368.0,243.0,1.0,4.0,3.068,4.5,34.3,5.49,4.720680582799985e-09
0.3446877999999999,7.506156159913608,492.66,17.2,7.0052,198.48,2.63,8.695890410958905,10149.20985,62.29014999999994,3.6293,5.3039,7.0261,57.85599999999999,3.2175199954310347,13.106,65.92399999999999,0.1,3.9452,12.1139,0.18048,198.05,71.48,287.96,198.05,2.0,4.0,2.067,4.5,31.892,5.49,2.6162e-09
3.51354,11.63731693299596,498.0,4.0,6.93,247.7,18.89,8.216438356164383,15801.51996,30.0800400000002,2.0,5.0,19.5,38.2,2.9708065418131464,18.6,86.3,0.1,3.12,9.93,0.15,210.0,52.0,290.0,210.0,2.0,4.0,2.067,4.5,27.0,6.02,1.2634e-09
0.019314,2.4113478499448,718.0,4.6,6.7,183.87,0.87,5.964383561643835,1863.09,41.91000000000004,6.27,29.4,18.4,40.5,19.53855446525776,2.22,110.0,0.1,3.35,5.63,0.15,315.0,32.0,411.0,315.0,2.0,3.0,3.068,3.5,14.3,6.02,1.7602e-09
0.014208,1.525782533529126,718.0,4.6,6.7,234.19,0.64,3.175906913073237,2037.29955,38.40044999999991,6.27,29.4,18.4,40.5,14.37007874015748,2.22,110.0,0.1,3.35,5.63,0.15,315.0,32.0,411.0,315.0,2.0,4.0,2.067,4.5,14.3,5.49,2.688e-09
0.30736,6.615620177174995,421.0,4.0,7.03,247.74,2.72,21.10684931506849,8928.0,72.00000000000006,3.71,5.0,7.16,63.5,4.36308098313356,11.3,61.7,0.1,4.96,10.3,0.15,179.0,75.0,248.0,179.0,2.0,4.0,3.068,4.5,26.9,6.02,5.04e-09
0.0,0.0518243623260385,677.06,15.004,6.7592,118.73,0.0,22.72328767123288,96.48,63.52,4.743,17.3344,15.1476,43.052,0.8145124225607847,9.8686,96.532,0.1,3.6662,8.905999999999999,0.15,280.5,59.46,390.0599999999999,280.5,2.0,6.0,2.067,6.625,23.988,5.49,4.4464e-09
0.0011928,13.1983637252438,512.76,14.89,6.3386,91.98,0.01,6.924024640657084,10372.68012,54.21987999999981,10.2706,5.006200000000001,25.716,44.008,7.500396969951713,11.928,70.85,0.1,4.4438,13.756,0.22546,206.92,160.3,299.32,206.92,2.0,3.0,2.067,3.5,37.95,5.49,3.7954e-09
0.000565,0.8356678425073718,687.0,4.0,7.02,241.93,0.05,8.830136986301369,2528.4,51.60000000000004,5.04,5.0,2.18,21.7,1.961785493536859,1.13,111.0,0.1,2.84,6.95,0.15,318.0,109.0,396.0,318.0,2.0,6.0,3.068,6.625,18.7,5.49,3.6119999999999995e-09
0.0856292799999999,5.094615591551607,405.78,25.952,6.957699999999999,246.47,2.42,7.578082191780822,6912.77992,18.02008000000032,7.403,5.0,4.071400000000001,68.936,7.503689184774649,3.5384,74.768,0.1,3.918399999999999,10.4084,0.15,274.67,156.22,495.42,230.42,2.0,4.0,3.068,4.5,125.636,6.02,1.2614e-09
10.904,1.014836135178644,629.0,14.8,7.25,250.0,58.0,14.98699520876112,1298.86848,81.73152000000003,4.23,5.0,9.17,62.5,0.0697653607598952,18.8,99.5,0.1,5.68,26.4,0.709,272.0,94.0,364.0,242.0,2.0,4.0,3.068,4.5,71.9,5.49,5.721100000000001e-09
7.538399999999999,5.405119039473553,495.87,13.9806,6.9775,250.0,60.0,3.86027397260274,16647.45,40.04999999999929,4.5401,5.4785,5.1966,55.148,5.099389190971425,12.564,63.578,0.1,2.7463,10.92,0.16157,208.56,86.36,290.0,208.56,2.0,6.0,3.068,6.625,29.295,5.49,2.8035e-09
15.96,5.639494718093061,514.0,15.1,6.33,250.0,133.0,17.94934976043806,17364.09003,47.00996999999869,10.4,5.0,29.1,39.4,1.9721465040462864,12.0,71.2,0.1,4.45,13.8,0.227,207.0,162.0,300.0,207.0,2.0,6.0,3.068,6.625,38.1,7.11,3.2907e-09
5.31,0.1653521060465168,993.0,126.0,6.72,250.0,45.0,21.72054794520548,337.18525,173.31475,2.01,32.8,28.3,46.7,0.1087543799709195,11.8,164.0,0.1,6.94,8.61,0.15,207.0,162.0,300.0,287.0,2.0,6.0,3.068,6.625,22.9,3.91,1.21331e-08
6.49,0.967070738770513,993.0,126.0,6.72,250.0,55.0,7.613698630136986,710.52,53.47999999999996,2.01,32.8,28.3,46.7,4.0983257056766815,11.8,164.0,0.1,6.94,8.61,0.15,207.0,162.0,300.0,287.0,2.0,3.0,2.067,3.5,22.9,5.49,3.7436e-09
7.603120000000001,8.946009138030316,372.79,38.11899999999999,6.943000000000001,250.0,56.0,6.523287671232877,12092.41008,77.88991999999952,5.1976,5.0,7.856999999999999,65.192,5.003919266339151,13.577,73.797,0.1,5.0849,14.481,0.23193,266.98,123.2,551.87,209.98,2.0,4.0,3.068,4.5,38.959,5.49,5.4523e-09
11.91354,6.208746038834249,684.2900000000001,62.0254,6.797599999999999,250.0,97.0,17.42191780821918,4865.76,39.24000000000004,7.679,5.068199999999999,14.7196,53.71599999999999,3.6608786851792927,12.282,83.881,0.1,6.2561,25.783,0.4268500000000001,219.86,166.34,394.53,219.86,2.0,3.0,2.067,3.5,67.243,5.49,2.7468e-09
7.896,4.777947905737496,259.0,27.1,6.97,250.0,56.0,7.613698630136986,6482.450000000001,17.54999999999951,4.0,5.0,6.72,69.1,1.9713465419710616,14.1,68.7,0.1,4.64,9.9,0.15,280.0,98.0,593.0,205.0,2.0,4.0,3.068,4.5,27.4,5.49,1.2285e-09
2.0291,8.733311978278204,460.0,9.74,6.74,250.0,103.0,3.515400410677618,26846.85996,115.9400400000022,0.22,7.55,3.63,30.5,20.0,1.97,41.4,0.1,4.0,16.4,0.15,189.0,31.0,265.0,189.0,2.0,6.0,3.068,6.625,42.9,7.11,8.115799999999999e-09
3.4343,0.4498621720478997,1050.0,126.0,7.22,250.0,61.0,4.087671232876712,315.18,296.82,5.15,5.0,21.2,37.2,16.700361779101932,5.63,158.0,0.1,6.94,38.6,1.22,280.0,98.0,593.0,280.0,2.0,4.0,3.068,4.5,103.0,6.02,2.07774e-08
8.52,5.793592616715573,514.0,15.1,6.33,250.0,71.0,10.68767123287671,7834.4098,47.29019999999917,10.4,5.0,29.1,39.4,1.4734764152942832,12.0,71.2,0.1,4.45,13.8,0.227,207.0,162.0,300.0,207.0,2.0,4.0,2.067,4.5,38.1,5.49,3.3103e-09
8.1,0.9139846809221543,496.0,15.2,7.01,250.0,60.0,6.879452054794521,1219.02936,24.37063999999994,3.53,5.55,3.33,57.2,7.78307729454965,13.5,63.5,0.1,2.68,10.4,0.15,207.0,64.0,290.0,207.0,2.0,4.0,3.068,4.5,27.8,6.02,1.7059e-09
8.6592,0.6354314625701403,629.0,14.8,7.249999999999999,250.0,60.0,27.42465753424657,1916.09006,45.70993999999997,4.23,5.0,3.7022,68.194,0.7221870911728555,14.432,99.5,0.0999999999999999,5.68,26.4,0.709,272.0,94.0,364.0,242.0,2.0,6.0,3.068,6.625,71.9,5.49,3.1997e-09
8.64,2.581851028625936,496.0,15.2,7.01,250.0,64.0,17.41095890410959,2025.83004,13.86996000000006,3.53,5.55,3.33,57.2,4.210683920120957,13.5,63.5,0.1,2.68,10.4,0.15,207.0,64.0,290.0,207.0,2.0,3.0,3.068,3.5,27.8,6.02,9.709e-10
8.741019999999999,0.3336193324738733,507.8,14.05,6.373,250.0,73.0,9.08145106091718,907.4299999999998,122.5700000000001,9.753000000000002,5.031,27.878,41.064,1.0397403972378008,11.974,69.45,0.1,4.419,13.58,0.2193,206.6,153.5,296.6,206.6,2.0,6.0,3.068,6.625,37.35,6.02,8.5799e-09
6.0396,2.198313811548102,454.58,4.6732,6.759999999999999,250.0,56.0,17.44657534246575,1726.2798,10.42019999999982,4.3722,5.291399999999999,17.96,50.34399999999999,2.1437774502433435,10.785,54.324,0.1,4.082999999999999,11.768,0.15534,203.96,86.53999999999999,267.44,203.96,2.0,3.0,3.068,3.5,31.122,5.49,7.294e-10
0.6214999999999999,1.462548285293716,687.0,4.0,7.02,250.0,55.0,7.496235455167693,4427.3497,88.05030000000032,5.04,5.0,2.18,21.7,0.2616294936020596,1.13,111.0,0.1,2.84,6.95,0.15,318.0,109.0,396.0,318.0,2.0,6.0,3.068,6.625,18.7,6.02,6.1635e-09
7.536456,6.800975848498948,528.67,17.657,6.991099999999999,250.0,74.0,28.95277207392197,20927.7099,69.29009999999936,5.8979,5.4015,3.3732,60.359,1.997542860333948,10.1844,68.9,0.1,2.734,10.5998,0.15,223.2,111.52,307.55,223.2,2.0,6.0,3.068,6.625,92.384,6.02,4.8503e-09
9.53631,10.66081567548824,385.6,18.772,6.7346,250.0,105.0,13.4027397260274,8399.460060000001,22.73993999999937,4.53,5.765,12.5454,45.997,3.2899607908782467,9.0822,61.16,0.1,4.3986,12.864,0.17002,233.72,94.54,418.42,200.72,2.0,3.0,3.068,3.5,34.832,5.49,1.5918e-09
3.4906,0.8323185251794719,1050.0,126.0,7.22,200.0,62.0,9.41917808219178,1080.10097,52.19903000000003,5.15,5.0,21.2,37.2,3.720002931570729,5.63,158.0,0.1,6.94,38.6,1.22,280.0,98.0,593.0,280.0,2.0,4.0,2.067,4.5,103.0,5.49,3.654e-09
9.372,2.852067365270998,629.0,14.8,7.25,250.0,71.0,11.58082191780822,3833.44,46.56000000000004,4.23,5.0,2.16,69.8,6.595210020323048,13.2,99.5,0.1,5.68,26.4,0.709,272.0,94.0,364.0,242.0,2.0,4.0,3.068,4.5,71.9,5.49,3.2591999999999997e-09
10.08,7.656919972766382,514.0,15.1,6.33,250.0,84.0,8.355920602327172,23514.31012,125.2898799999993,10.4,5.0,29.1,39.4,2.495459283185933,12.0,71.2,0.1,4.45,13.8,0.227,207.0,162.0,300.0,207.0,2.0,6.0,3.068,6.625,38.1,5.49,8.7703e-09
10.011,8.878949865321678,259.0,27.1,6.97,250.0,71.0,28.85753424657534,6937.340500000001,77.15949999999928,4.0,5.0,6.72,69.1,1.800864325169265,14.1,68.7,0.1,4.64,9.9,0.15,280.0,98.0,593.0,205.0,2.0,3.0,2.067,3.5,27.4,6.02,5.4012e-09
10.608,0.4447178092103184,709.0,27.2,7.41,190.0,52.0,10.4054794520548,1303.3889,69.61109999999995,7.41,5.0,16.7,49.7,6.356432934034905,20.4,109.0,0.1,6.19,25.4,0.553,274.0,155.0,408.0,274.0,2.0,6.0,3.068,6.625,67.5,7.11,4.8726999999999995e-09
7.788,1.556214386344131,993.0,126.0,6.72,190.0,66.0,11.93150684931507,1964.88051,152.2194899999999,2.01,32.8,28.3,46.7,4.597102289716665,11.8,164.0,0.1,6.94,8.61,0.15,207.0,162.0,300.0,287.0,2.0,4.0,2.067,4.5,22.9,5.49,1.06554e-08
7.304000000000001,6.780343274247895,495.0,5.82,6.76,250.0,88.0,3.723477070499658,20883.06008,50.23991999999911,11.3,5.0,13.7,45.8,0.5957587263950523,8.3,64.1,0.1,3.19,14.4,0.239,219.0,236.0,290.0,219.0,2.0,6.0,4.026,6.625,39.3,7.11,3.5168e-09
8.443864,3.822046721545344,273.32,26.988,6.968799999999999,250.0,61.0,8.388774811772759,11735.1,64.89999999999941,4.332,5.0,6.655399999999999,69.09599999999999,1.142636845744631,13.8424,69.292,0.1,4.569599999999999,9.9496,0.15,279.48,103.68,583.48,207.48,2.0,6.0,3.068,6.625,36.98399999999999,6.02,4.5430000000000005e-09
10.152,0.5205757195650574,629.0,14.8,7.25,250.0,54.0,11.93972602739726,1555.60888,51.59111999999985,4.23,5.0,9.17,62.5,3.300431497509757,18.8,99.5,0.1,5.68,26.4,0.709,272.0,94.0,364.0,242.0,2.0,6.0,3.068,6.625,71.9,5.49,3.6113e-09
7.153384,2.468308822778141,937.1,134.0178,6.9396,250.0,56.0,16.95068493150685,1755.0,194.9999999999999,4.1564,5.6375,7.5185,57.629,1.81164723085871,12.7739,107.344,0.1,9.6476,42.519,0.69458,224.28,122.27,532.96,224.28,2.0,3.0,3.068,3.5,108.857,5.49,1.365e-08
1.98869,6.983154631462495,466.65,8.9952,6.7438,250.0,55.0,6.972602739726027,9472.45,27.55000000000013,2.3252,7.0655,6.2482,34.47799999999999,10.642417248784348,3.6158,45.71299999999999,0.1,3.8461,16.02,0.16691,194.7,69.95,269.75,194.7,2.0,4.0,3.068,4.5,42.21599999999999,7.11,1.9285e-09
7.584000000000001,0.7631504560271494,1130.0,185.0,7.02,250.0,48.0,20.75616438356164,431.0735,171.8265,5.14,5.0,7.66,65.3,2.219243944823688,15.8,133.0,0.1,12.0,53.3,0.912,237.0,148.0,641.0,237.0,2.0,3.0,3.068,3.5,136.0,5.49,1.2027400000000001e-08
1.4874,2.10894837416957,718.0,4.6,6.7,200.0,67.0,5.276712328767124,1606.1204,59.97959999999986,6.27,29.4,18.4,40.5,6.04349105894474,2.22,110.0,0.1,3.35,5.63,0.15,315.0,32.0,411.0,315.0,2.0,3.0,3.068,3.5,14.3,5.49,4.1986e-09
13.464,0.7637291495535395,709.0,27.2,7.41,250.0,66.0,10.39178082191781,2221.1418,136.7581999999999,7.41,5.0,16.7,49.7,1.8942893145475197,20.4,109.0,0.1,6.19,25.4,0.553,274.0,155.0,408.0,274.0,2.0,6.0,2.067,6.625,67.5,7.11,9.5732e-09
14.1,7.373534643306273,629.0,14.8,7.25,250.0,75.0,15.8,5762.87036,62.3296399999996,4.23,5.0,9.17,62.5,1.270806339081032,18.8,99.5,0.1,5.68,26.4,0.709,272.0,94.0,364.0,242.0,2.0,3.0,3.068,3.5,71.9,6.2,4.3631e-09
7.08,0.5746673977428602,514.0,15.1,6.33,250.0,59.0,18.11506849315068,1699.86102,74.33897999999989,10.4,5.0,29.1,39.4,4.515132344468418,12.0,71.2,0.1,4.45,13.8,0.227,207.0,162.0,300.0,207.0,2.0,6.0,3.068,6.625,38.1,5.54,5.2038000000000006e-09
9.045,0.863926488248197,496.0,15.2,7.01,250.0,67.0,21.14246575342466,1166.72031,8.579690000000099,3.53,5.55,3.33,57.2,0.0,13.5,63.5,0.1,2.68,10.4,0.15,207.0,64.0,290.0,207.0,2.0,4.0,3.068,4.5,27.8,3.91,6.006000000000001e-10
13.08,28.409348490599,514.0,15.1,6.33,250.0,109.0,3.835728952772074,22407.88992,35.91007999999854,10.4,5.0,29.1,39.4,10.9750066038319,12.0,71.2,0.1,4.45,13.8,0.227,207.0,162.0,300.0,207.0,2.0,3.0,3.068,3.5,38.1,6.02,2.5136999999999997e-09
7.57886,1.739096038756039,369.6900000000001,18.805,6.7553,250.0,58.0,2.841889117043121,5234.969999999999,134.2300000000001,5.6479,5.0713,15.0766,58.08499999999999,0.3802027227028768,13.067,65.9,0.1,4.4756,11.305,0.17002,243.31,109.81,441.61,205.06,2.0,6.0,3.068,6.625,30.918,7.11,9.3961e-09
8.235999999999999,1.211320054440742,584.0,46.1,6.74,250.0,58.0,14.33698630136986,1616.26032,31.63967999999999,12.1,7.73,11.3,50.7,2.1549214215930497,14.2,97.0,0.1,1.05,6.85,0.15,209.0,221.0,337.0,209.0,2.0,4.0,3.068,4.5,18.8,5.49,2.2148e-09
