pCO2,u,sigma,Cl,pH,T,P,t_s,Qw,Qo,Fe,SO4,yN2,yCH4,v,yCO2,Na,Ba,Mg,Ca,Sr,HCO3,TSS,TDS,Alk,FP,D,Di,De,TH,e,Qg
22.737,0.3101208520926383,598.0,3.666,6.76,170.44,53.0,3.216974674880219,124.999,120.001,0.151,25.372,13.2,42.7,6.359524208410126,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,2.0,3.0,3.068,3.5,20.2,5.49,3.60003e-09
51.183,8.694216974948498,566.0,9.491,6.53,248.76,99.0,3.249828884325804,26740.10002,101.9999799999969,0.194,11.269,26.5,19.9,3.147616236260272,51.7,76.6,0.32,7.7,16.6,9.491,2.69,28.0,396.7,269.0,3.0,6.0,3.068,6.625,41.4,6.02,3.059999399999906e-09
24.2,1.012639517037186,495.0,4.505,6.59,230.38,110.0,24.71731690622861,724.0,76.0,0.234,2.832,2.2,81.8,0.923404129103849,22.0,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,2.0,3.0,2.067,3.5,19.2,5.49,2.28e-09
20.8,5.182436232603856,446.0,9.957,6.64,246.13,130.0,24.45995893223819,15936.0,64.0,0.094,9.892,13.3,70.1,4.748239054906587,16.0,47.0,0.61,4.9,15.7,9.957,2.06,25.0,311.7,206.0,2.0,6.0,3.068,6.625,39.1,6.02,1.92e-09
26.0775,8.421458877981266,430.0,6.185,7.2,249.04,57.0,3.208761122518823,25896.0,104.0,0.014,9.036,7.9,52.6,11.157654994490878,45.75,49.1,0.34,6.4,10.5,6.185,1.97,32.0,301.7,197.0,3.0,6.0,3.068,6.625,26.3,7.11,3.12e-09
35.28,5.182436232603856,437.0,10.633,6.77,248.21,120.0,13.76865160848734,15880.0,120.0,0.105,8.941,19.2,40.7,2.475147199353989,29.4,45.5,0.27,4.9,16.7,10.633,2.04,68.0,306.7,204.0,3.0,6.0,3.068,6.625,41.8,6.02,3.6e-09
26.316,7.463841832875435,437.0,10.633,6.77,248.74,68.0,3.718001368925393,22990.49995,53.00005000000237,0.105,8.941,19.2,40.7,12.17803283064194,38.7,45.5,0.27,4.9,16.7,10.633,2.04,68.0,306.7,204.0,3.0,6.0,3.068,6.625,41.8,7.11,1.590001500000071e-09
26.4768,8.097556613443526,492.15,4.7273,6.609,249.16,96.0,12.44626967830253,24865.0,135.0,0.1637,3.1607,7.805,63.94,3.036674969082451,27.58,61.675,0.2305,6.76,8.270000000000001,4.7273,2.4965,18.1,343.47,248.7,3.0,6.0,4.026,6.625,21.48,6.02,4.05e-09
14.852,11.32726486735903,495.0,4.505,6.59,246.87,94.0,3.227926078028748,15315.80022,93.9997800000001,0.234,2.832,2.2,81.8,20.0,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,3.0,4.0,3.068,4.5,19.2,6.02,2.819993400000003e-09
25.929,9.250082248315806,437.0,10.633,6.77,248.36,67.0,12.54483230663929,7288.699979999999,19.0000200000004,0.105,8.941,19.2,40.7,2.1953415796835967,38.7,45.5,0.27,4.9,16.7,10.633,2.04,68.0,306.7,204.0,3.0,3.0,3.068,3.5,41.8,5.49,5.700006000000121e-10
21.879,1.961989064259549,598.0,3.666,6.76,231.36,51.0,12.44900752908966,1519.0,31.0,0.151,25.372,13.2,42.7,4.364260246004548,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,2.0,3.0,2.067,3.5,20.2,5.49,9.299999999999999e-10
32.634,7.526316630439258,437.0,10.633,6.77,247.84,111.0,11.42505133470226,5923.900169999999,21.99983000000066,0.105,8.941,19.2,40.7,2.8926111051359413,29.4,45.5,0.27,4.9,16.7,10.633,2.04,68.0,306.7,204.0,3.0,3.0,3.068,3.5,41.8,5.49,6.599949000000198e-10
18.96,10.44284501944598,495.0,4.505,6.59,247.49,120.0,6.357289527720739,8151.0,99.0,0.234,2.832,2.2,81.8,3.3418787767808102,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,3.0,3.0,3.068,3.5,19.2,5.49,2.97e-09
21.6,5.488539019656948,675.0,23.803,6.97,245.64,72.0,1.004791238877481,7354.6995,112.0005000000001,0.061,6.208,7.4,62.1,20.0,30.0,79.4,0.22,7.0,30.8,23.803,3.19,14.0,473.3,319.0,3.0,4.0,2.067,4.5,77.0,5.49,3.360015000000003e-09
22.518,7.350689085749996,406.0,7.742,6.61,246.93,54.0,9.21286789869952,9948.999999999998,51.00000000000182,0.221,8.979,46.8,10.5,9.053363129014516,41.7,55.4,0.34,7.7,11.2,7.742,2.12,36.0,283.3,219.0,3.0,4.0,3.068,4.5,27.5,6.02,1.5300000000000547e-09
22.518,7.350689085749996,406.0,7.742,6.61,246.93,54.0,8.210814510609172,9948.999999999998,51.00000000000182,0.221,8.979,46.8,10.5,9.583246909074678,41.7,55.4,0.34,7.7,11.2,7.742,2.12,36.0,283.3,219.0,3.0,4.0,3.068,4.5,27.5,5.49,1.5300000000000547e-09
48.37200000000001,4.979430293577904,638.0,9.873,6.84,246.67,116.0,6.329911019849418,6737.519859999999,36.58014000000094,0.081,8.796,33.9,22.1,0.4350802386725897,41.7,75.8,0.35,7.2,30.9,9.873,3.19,22.0,446.7,319.0,3.0,4.0,2.067,4.5,77.1,5.49,1.097404200000028e-09
20.7,2.857951631148758,675.0,23.803,6.97,244.56,69.0,7.052703627652293,8673.5005,149.9994999999999,0.061,6.208,7.4,62.1,0.1673534014769857,30.0,79.4,0.22,7.0,30.8,23.803,3.19,14.0,473.3,319.0,2.0,6.0,2.067,6.625,77.0,6.02,4.4999849999999975e-09
6.24,0.0441041345144999,446.0,9.957,6.64,102.48,39.0,6.310746064339494,39.0,21.0,0.094,9.892,13.3,70.1,13.715476454814084,16.0,47.0,0.61,4.9,15.7,9.957,2.06,25.0,311.7,206.0,2.0,4.0,2.067,4.5,39.1,5.54,6.3e-10
17.7,1.735176821355132,675.0,23.803,6.97,178.17,59.0,5.664613278576318,5327.10024,29.99976000000061,0.061,6.208,7.4,62.1,11.459946796162322,30.0,79.4,0.22,7.0,30.8,23.803,3.19,14.0,473.3,319.0,2.0,6.0,3.068,6.625,77.0,7.11,8.999928000000182e-10
29.66502000000001,6.906729937870521,415.0,7.632,6.79,248.19,66.0,3.548254620123203,21178.5002,144.9998000000014,0.47,9.342,7.9,40.1,10.090101584524156,44.947,45.1,0.4,6.8,11.6,7.632,1.99,8.0,291.7,199.0,3.0,6.0,3.068,6.625,27.6,5.49,4.349994000000043e-09
13.8885,1.116937206579712,437.0,10.633,6.77,237.88,47.0,21.62080766598221,1297.50105,221.9989499999999,0.105,8.941,19.2,40.7,1.5467350803006037,29.55,45.5,0.27,4.9,16.7,10.633,2.04,68.0,306.7,204.0,2.0,4.0,3.068,4.5,41.8,5.49,6.659968499999998e-09
15.912,0.4177138007778393,624.0,22.749,6.85,174.68,78.0,6.365503080082136,280.005,49.995,0.109,9.102,78.4,0.0,3.893827787655578,20.4,72.2,0.21,2.8,30.6,22.749,2.79,24.0,436.7,279.0,2.0,3.0,3.068,3.5,76.4,3.91,1.4998500000000002e-09
15.504,4.435993984321025,624.0,22.749,6.85,246.95,76.0,12.8268309377139,3388.50105,115.9989500000001,0.109,9.102,78.4,0.0,10.397986537701996,20.4,72.2,0.21,2.8,30.6,22.749,2.79,24.0,436.7,279.0,3.0,3.0,2.067,3.5,76.4,5.49,3.479968500000004e-09
11.04,3.838676854360362,446.0,9.957,6.64,244.93,69.0,8.763860369609857,5128.2004,93.9996000000001,0.094,9.892,13.3,70.1,7.766396819891426,16.0,47.0,0.61,4.9,15.7,9.957,2.06,25.0,311.7,206.0,3.0,4.0,3.068,4.5,39.1,5.49,2.819988000000003e-09
7.314,1.295609058150964,495.0,4.505,6.59,241.62,46.0,26.20396988364134,3960.0,40.0,0.234,2.832,2.2,81.8,1.8919852886727715,15.9,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,2.0,6.0,3.068,6.625,19.2,5.49,1.2e-09
12.64,4.806288532796177,495.0,4.505,6.59,248.3,80.0,5.623545516769336,14792.70003,45.99997000000076,0.234,2.832,2.2,81.8,20.0,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,2.0,6.0,3.068,6.625,19.2,5.49,1.379999100000023e-09
23.22,4.018784957025568,437.0,10.633,6.77,246.36,60.0,4.695890410958904,12340.40004,66.99996000000101,0.105,8.941,19.2,40.7,14.755740129916672,38.7,45.5,0.27,4.9,16.7,10.633,2.04,68.0,306.7,204.0,2.0,6.0,3.068,6.625,41.8,7.11,2.00999880000003e-09
23.166,0.2278438913333669,598.0,3.666,6.76,148.96,54.0,11.00889801505818,95.004,84.996,0.151,25.372,13.2,42.7,7.433415513436347,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,2.0,3.0,2.067,3.5,20.2,5.49,2.54988e-09
22.308,4.7339611571249,598.0,3.666,6.76,233.4,52.0,6.132785763175907,14558.39994,57.0000600000003,0.151,25.372,13.2,42.7,20.0,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,2.0,6.0,3.068,6.625,20.2,6.02,1.710001800000009e-09
31.075,6.586001915525249,446.0,9.957,6.64,248.81,113.0,4.164271047227926,20272.3001,60.99989999999889,0.094,9.892,13.3,70.1,20.0,27.5,47.0,0.61,4.9,15.7,9.957,2.06,25.0,311.7,206.0,2.0,6.0,3.068,6.625,39.1,6.02,1.8299969999999667e-09
30.56796,5.470352955551456,492.8099999999999,4.67582,6.6046,246.25,123.0,3.912388774811773,16812.89995,76.00005000000237,0.17998,3.08458,6.507,68.07600000000001,14.691871965969264,24.852,62.44499999999999,0.2327,6.584,8.138,4.67582,2.4811,18.54,344.218,247.38,3.0,6.0,3.068,6.625,20.952,6.02,2.280001500000071e-09
47.19,2.167718211387673,598.0,3.666,6.76,238.74,110.0,5.005479452054795,2816.0001,132.9999000000003,0.151,25.372,13.2,42.7,1.871527808740785,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,2.0,4.0,3.068,4.5,20.2,5.49,3.989997000000007e-09
20.382,6.366363789942208,495.0,4.505,6.59,248.54,129.0,6.061601642710472,19598.19992,57.00008000000162,0.234,2.832,2.2,81.8,20.0,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,2.0,6.0,3.068,6.625,19.2,7.11,1.710002400000048e-09
24.723,8.907312274787879,534.0,10.556,6.61,248.46,123.0,6.036960985626283,27390.0,110.0,0.284,8.092,8.0,71.6,1.3960967330901597,20.1,62.00000000000001,0.26,5.0,25.0,10.556,2.57,16.0,373.3000000000001,257.0,3.0,6.0,3.068,6.625,62.5,7.11,3.3e-09
43.90974,5.60402742012618,530.54,9.48198,6.5698,247.69,126.0,4.090349075975359,17192.59992,109.000079999998,0.18856,10.85044,16.366,48.83799999999999,20.0,34.849,68.198,0.3885999999999999,7.029999999999999,16.102,9.48198,2.5094,26.14,371.6999999999999,250.94,3.0,6.0,3.068,6.625,40.066,5.49,3.2700023999999405e-09
26.741295,7.671366013764767,434.72,7.01018,7.0757,248.14,69.0,24.4517453798768,23549.20006,134.9999399999979,0.0326,9.23809,8.788,54.54799999999999,0.7534512503206185,38.7555,48.934,0.3965,6.098000000000001,11.653,7.01018,1.9961,30.49,304.75,199.61,3.0,6.0,3.068,6.625,29.139,5.49,4.049998199999936e-09
26.367,0.3562924909915151,566.0,9.491,6.53,226.0,51.0,22.25325119780972,1078.0,22.0,0.194,11.269,26.5,19.9,7.619960552421107,51.7,76.6,0.32,7.7,16.6,9.491,2.69,28.0,396.7,269.0,2.0,6.0,3.068,6.625,41.4,7.11,6.6e-10
13.91529,4.102772814220205,440.73,9.56175,6.6655,246.04,71.0,16.83778234086242,12590.6998,76.00019999999859,0.15792,9.7985,12.112,63.5,2.360097818553267,19.599,46.677,0.5743,5.223000000000001,15.003,9.56175,2.0481,22.11,308.3,204.81,2.0,6.0,3.068,6.625,37.145,6.02,2.280005999999958e-09
28.743,5.069035193533196,598.0,3.666,6.76,246.51,67.0,14.76249144421629,6861.52,34.48000000000047,0.151,25.372,13.2,42.7,3.491246874926986,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,3.0,4.0,3.068,4.5,20.2,5.49,1.034400000000014e-09
34.04600000000001,0.0064780452907548,598.0,3.666,6.76,90.01,116.0,16.35318275154004,10.0,10.0,0.151,25.372,13.2,42.7,0.9828789850622944,29.35,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,2.0,6.0,3.068,6.625,20.2,5.54,3e-10
20.856,7.056661522319994,495.0,4.505,6.59,245.94,132.0,16.01642710472279,9576.0,24.0,0.234,2.832,2.2,81.8,0.9659525512706746,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,3.0,4.0,3.068,4.5,19.2,5.49,7.2e-10
41.1885,6.455576921112063,675.0,23.803,6.97,248.91,113.0,15.26899383983573,4998.0,102.0,0.061,6.208,7.4,62.1,0.9666697136670012,36.45,79.4,0.22,7.0,30.8,23.803,3.19,14.0,473.3,319.0,3.0,3.0,3.068,3.5,77.0,5.49,3.0599999999999998e-09
10.24,7.136563512682098,446.0,9.957,6.64,188.31,64.0,4.734246575342466,9608.700390000002,99.99960999999894,0.094,9.892,13.3,70.1,1.6632035578885989,16.0,47.0,0.61,4.9,15.7,9.957,2.06,25.0,311.7,206.0,3.0,4.0,3.068,4.5,39.1,5.49,2.9999882999999677e-09
49.15900000000001,2.64172334007076,478.0,13.176,6.86,239.15,109.0,14.55989048596851,2062.9995,24.0005000000001,0.459,8.897,20.7,33.4,0.7295827867323291,45.1,55.5,0.28,5.0,18.4,13.176,2.14,45.0,335.0,214.0,2.0,3.0,3.068,3.5,46.0,5.49,7.20015000000003e-10
14.74396,6.591362903192021,494.0699999999999,4.577539999999999,6.5962,245.99,77.0,35.66872005475702,8931.132,35.86800000000039,0.21106,2.93926,3.793,76.724,2.87886901380189,19.148,63.91499999999999,0.2369,6.247999999999999,7.886,4.577539999999999,2.4517,19.38,345.646,244.86,3.0,4.0,3.068,4.5,19.944,5.49,1.076040000000012e-09
38.31696,8.045990766371085,479.6800000000001,10.59912,6.6996,247.68,132.0,6.784394250513347,10864.90034,80.9996599999995,0.18376,8.567440000000001,13.376,56.768,5.451119457525437,29.028,52.76000000000001,0.2656000000000001,4.944000000000001,20.352,10.59912,2.2732,45.12,336.004,227.32,3.0,4.0,3.068,4.5,50.908,5.49,2.429989799999985e-09
12.877425,0.5365267963688921,492.0,4.739,6.61,154.47,43.0,7.660506502395619,649.90296,79.99703999999997,0.16,3.178,8.1,63.0,18.604472823670456,29.9475,61.5,0.23,6.8,8.3,4.739,2.5,18.0,343.3,249.0,2.0,4.0,3.068,4.5,21.6,6.02,2.399911199999999e-09
20.63053,4.964158496531874,814.0400000000001,58.59732,6.978800000000001,247.92,73.0,30.26420260095825,15185.09988,141.0001200000006,0.1182,4.94784,11.52,59.285,0.9667132122816646,28.261,108.264,0.3168,6.56,32.82400000000001,58.59732,3.2956,24.56,570.1,329.5600000000001,3.0,6.0,3.068,6.625,82.016,5.49,4.230003600000018e-09
21.408,5.576379754231661,446.0,9.957,6.64,247.62,64.0,3.879534565366188,7564.200019999999,21.99998000000051,0.094,9.892,13.3,70.1,6.596294155891068,33.45,47.0,0.61,4.9,15.7,9.957,2.06,25.0,311.7,206.0,2.0,4.0,3.068,4.5,39.1,5.49,6.599994000000151e-10
6.636,0.6611944832632121,495.0,4.505,6.59,232.36,42.0,26.60917180013689,822.5028,76.99720000000002,0.234,2.832,2.2,81.8,0.9765148710254198,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,2.0,4.0,3.068,4.5,19.2,6.02,2.309916000000001e-09
21.45,6.590260299829158,598.0,3.666,6.76,247.81,50.0,4.265571526351814,8861.5002,103.9997999999996,0.151,25.372,13.2,42.7,7.563199336924993,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,3.0,4.0,3.068,4.5,20.2,5.49,3.1199939999999877e-09
24.0195,3.77465235242348,675.0,23.803,6.97,246.37,67.0,4.191649555099247,5097.10026,37.9997400000002,0.061,6.208,7.4,62.1,12.108034993339738,35.85,79.4,0.22,7.0,30.8,23.803,3.19,14.0,473.3,319.0,2.0,4.0,3.068,4.5,77.0,6.02,1.139992200000006e-09
41.9986,9.188361357187494,532.4,9.62148,6.5608,247.3,131.0,3.676933607118412,12435.0,65.0,0.166,10.88344,19.108,48.012,4.175852041205197,32.06,68.312,0.4012,6.916,16.348,9.62148,2.5136,27.16,372.9,251.36,3.0,4.0,3.068,4.5,40.756,6.02,1.95e-09
23.166,3.544238309630153,598.0,3.666,6.76,244.26,54.0,22.02874743326489,2730.0,70.0,0.151,25.372,13.2,42.7,5.340111289220839,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,3.0,3.0,3.068,3.5,20.2,5.49,2.0999999999999998e-09
28.435,2.664887469022986,566.0,9.491,6.53,235.56,55.0,3.813826146475017,2073.29944,32.00055999999995,0.194,11.269,26.5,19.9,20.0,51.7,76.6,0.32,7.7,16.6,9.491,2.69,28.0,396.7,269.0,2.0,3.0,2.067,3.5,41.4,5.49,9.600167999999983e-10
20.592,0.1139219456666835,598.0,3.666,6.76,113.98,48.0,3.676933607118412,48.996,41.004,0.151,25.372,13.2,42.7,7.168989393823909,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,2.0,3.0,2.067,3.5,20.2,5.49,1.2301199999999999e-09
14.136,0.0080975566134435,598.0,3.666,6.76,90.01,48.0,1.989041095890411,2.0,23.0,0.151,25.372,13.2,42.7,20.0,29.45,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,2.0,6.0,3.068,6.625,20.2,5.54,6.9e-10
0.0,0.0,598.0,3.666,6.76,0.0,0.0,19.81930184804928,0.0,0.0,0.151,25.372,13.2,42.7,1.0322476785304449,29.45,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,2.0,4.0,3.068,4.5,20.2,3.91,0.0
31.746,5.442937404074876,598.0,3.666,6.76,247.5,74.0,11.16495550992471,4128.0,172.0,0.151,25.372,13.2,42.7,1.127617753028543,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,1.0,3.0,3.068,3.5,20.2,5.49,5.1599999999999996e-09
9.164,0.8736939683641027,495.0,4.505,6.59,201.28,58.0,14.80547945205479,2656.39952,41.00048000000015,0.234,2.832,2.2,81.8,2.9250715422230247,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,2.0,6.0,3.068,6.625,19.2,8.18,1.230014400000005e-09
16.758,10.10719749290624,437.0,10.633,6.77,248.04,57.0,4.134154688569473,13629.0,120.9999999999982,0.105,8.941,19.2,40.7,20.0,29.4,45.5,0.27,4.9,16.7,10.633,2.04,68.0,306.7,204.0,3.0,4.0,3.068,4.5,41.8,6.02,3.629999999999945e-09
18.904,7.934113278485972,833.0,63.342,6.98,245.83,68.0,3.425051334702259,10725.69969,68.00030999999944,0.126,4.776,10.9,60.4,20.0,27.8,112.2,0.33,6.5,33.1,63.342,3.31,26.0,583.3,331.0,3.0,4.0,3.068,4.5,82.69999999999999,6.02,2.040009299999983e-09
65.988,0.5364532894780346,638.0,9.873,6.84,210.32,156.0,15.45516769336071,605.80698,123.99302,0.081,8.796,33.9,22.1,2.927473968322605,42.3,75.8,0.35,7.2,30.9,9.873,3.19,22.0,446.7,319.0,2.0,4.0,3.068,4.5,77.1,5.49,3.7197906e-09
25.872,15.59642068152749,437.0,10.633,6.77,248.78,88.0,1.325119780971937,12252.40016,68.9998400000004,0.105,8.941,19.2,40.7,20.0,29.4,45.5,0.27,4.9,16.7,10.633,2.04,68.0,306.7,204.0,3.0,3.0,3.068,3.5,41.8,6.02,2.069995200000012e-09
20.61753,7.056661522319994,432.87,8.008679999999998,7.0237,247.18,53.0,2.523287671232877,9576.0,24.0,0.0513099999999999,8.99705,11.629,48.673,10.921883950173983,38.901,47.624,0.3113,5.785,13.042,8.008679999999998,1.9987,46.76,303.75,199.87,3.0,4.0,3.068,4.5,32.655,5.49,7.2e-10
12.64,3.38447777575187,495.0,4.505,6.59,184.95,80.0,14.46027397260274,4540.30023,63.99977000000035,0.234,2.832,2.2,81.8,9.58368267627024,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,2.0,4.0,2.067,4.5,19.2,6.02,1.919993100000011e-09
15.3348,5.696097283334173,436.09,10.05476,6.8259,246.11,52.0,15.29911019849418,4410.0,90.0,0.09317,8.95335,12.42,47.84,7.689072196326213,29.49,45.968,0.2791,5.095,15.894,10.05476,2.0309,63.31999999999999,306.05,203.09,3.0,3.0,3.068,3.5,39.785,5.49,2.7e-09
21.45,5.194511456226949,430.0,6.185,7.2,246.33,55.0,4.774811772758385,6960.6995,106.0005000000001,0.014,9.036,7.9,52.6,20.0,39.0,49.1,0.34,6.4,10.5,6.185,1.97,32.0,301.7,197.0,3.0,4.0,3.068,4.5,26.3,5.49,3.180015000000003e-09
23.12895,4.753362902770711,430.0,6.185,7.2,245.69,58.0,5.0,14562.30019,112.9998099999993,0.014,9.036,7.9,52.6,7.03020742092737,39.8775,49.1,0.34,6.4,10.5,6.185,1.97,32.0,301.7,197.0,3.0,6.0,3.068,6.625,26.3,7.11,3.3899942999999805e-09
25.542,11.73280238421985,437.0,10.633,6.77,247.98,66.0,4.410677618069816,15878.5002,82.9997999999996,0.105,8.941,19.2,40.7,14.717957741315852,38.7,45.5,0.27,4.9,16.7,10.633,2.04,68.0,306.7,204.0,3.0,4.0,3.068,4.5,41.8,6.02,2.489993999999988e-09
21.879,1.961989064259549,598.0,3.666,6.76,231.36,51.0,17.78781656399726,1519.0,31.0,0.151,25.372,13.2,42.7,0.6856586746881371,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,2.0,3.0,2.067,3.5,20.2,5.49,9.299999999999999e-10
8.48,6.328996981482415,446.0,9.957,6.64,244.57,53.0,13.69199178644764,4949.0,51.0,0.094,9.892,13.3,70.1,1.7527990464899157,16.0,47.0,0.61,4.9,15.7,9.957,2.06,25.0,311.7,206.0,3.0,3.0,3.068,3.5,39.1,5.49,1.5299999999999999e-09
24.18,8.40080852854024,430.0,6.185,7.2,247.94,62.0,12.93908281998631,11356.59982,72.00017999999909,0.014,9.036,7.9,52.6,7.1759174411281546,39.0,49.1,0.34,6.4,10.5,6.185,1.97,32.0,301.7,197.0,3.0,4.0,3.068,4.5,26.3,5.49,2.1600053999999728e-09
16.68,2.278438913333669,833.0,63.342,6.98,180.25,48.0,12.62970568104038,1746.0,54.0,0.126,4.776,10.9,60.4,2.2132547354190746,34.75,112.2,0.33,6.5,33.1,63.342,3.31,26.0,583.3,331.0,2.0,3.0,3.068,3.5,82.7,5.49,1.62e-09
23.2825,1.396630926292499,833.0,63.342,6.98,221.86,67.0,11.00889801505818,1881.0,19.0,0.126,4.776,10.9,60.4,1.6439284308561155,34.75,112.2,0.33,6.5,33.1,63.342,3.31,26.0,583.3,331.0,2.0,4.0,3.068,4.5,82.7,5.49,5.7e-10
20.22306,4.410413451449997,430.0,6.185,7.2,245.66,52.0,9.500342231348393,5988.0,12.0,0.014,9.036,7.9,52.6,7.293562368104563,38.8905,49.1,0.34,6.4,10.5,6.185,1.97,32.0,301.7,197.0,2.0,4.0,3.068,4.5,26.3,6.02,3.6e-10
19.95,1.160600299749067,566.0,9.491,6.53,239.93,38.0,9.508555783709788,1569.90027,8.999729999999772,0.194,11.269,26.5,19.9,2.442889013333453,52.5,76.6,0.32,7.7,16.6,9.491,2.69,28.0,396.7,269.0,2.0,4.0,2.067,4.5,41.4,6.02,2.699918999999932e-10
21.9192,3.15895863460106,423.68,8.283,6.747999999999999,243.33,48.0,9.240246406570842,4245.50025,51.99974999999995,0.36472,9.496,9.52,49.09999999999999,6.007611548556425,45.66499999999999,45.63200000000001,0.4588,6.268,12.748,8.283,2.0096,12.76,297.3,200.96,2.0,4.0,2.067,4.5,30.82,6.02,1.559992499999998e-09
17.4,0.1102603362862499,675.0,23.803,6.97,89.42,58.0,8.268309377138946,124.5,25.5,0.061,6.208,7.4,62.1,0.9667132122816646,30.0,79.4,0.22,7.0,30.8,23.803,3.19,14.0,473.3,319.0,2.0,4.0,2.067,4.5,77.0,5.49,7.649999999999998e-10
16.68,1.911179162294999,833.0,63.342,6.98,173.39,60.0,9.034907597535934,2574.0,26.0,0.126,4.776,10.9,60.4,7.010856597470773,27.8,112.2,0.33,6.5,33.1,63.342,3.31,26.0,583.3,331.0,2.0,4.0,2.067,4.5,82.7,3.91,7.8e-10
50.622,0.0698315463146249,598.0,3.666,6.76,90.09,118.0,7.898699520876113,17.575,77.425,0.151,25.372,13.2,42.7,16.09925833959552,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,2.0,4.0,2.067,4.5,20.2,5.54,2.32275e-09
23.4,2.148312392201293,675.0,23.803,6.97,153.6,78.0,7.832991101984942,2820.60126,101.99874,0.061,6.208,7.4,62.1,15.018013083911525,30.0,79.4,0.22,7.0,30.8,23.803,3.19,14.0,473.3,319.0,2.0,4.0,2.067,4.5,77.0,5.49,3.0599621999999997e-09
33.807,0.8909579590639642,833.0,63.342,6.98,236.72,118.0,7.0,2654.70057,95.99942999999983,0.126,4.776,10.9,60.4,17.794964699764293,28.65,112.2,0.33,6.5,33.1,63.342,3.31,26.0,583.3,331.0,2.0,6.0,2.067,6.625,82.7,5.54,2.879982899999995e-09
23.352,0.749696779855642,638.0,9.873,6.84,187.9,56.0,6.1492128678987,932.90253,86.99747000000002,0.081,8.796,33.9,22.1,0.9838529654087372,41.7,75.8,0.35,7.2,30.9,9.873,3.19,22.0,446.7,319.0,2.0,4.0,2.067,4.5,77.1,5.54,2.6099241e-09
33.15,7.742701334693042,430.0,6.185,7.2,198.22,85.0,3.759069130732375,10375.3005,157.9994999999999,0.014,9.036,7.9,52.6,20.0,39.0,49.1,0.34,6.4,10.5,6.185,1.97,32.0,301.7,197.0,3.0,4.0,,4.5,26.3,5.49,4.7399849999999975e-09
13.79975,4.210729438990633,2634.84,669.55386,6.7837,247.32,85.0,32.87063655030801,12948.0,52.0,0.31219,7.625070000000001,42.53334,40.20400000000001,0.6308228170955922,16.235,275.897,1.9065,11.224,106.845,669.55386,2.7159,17.76,1844.6,271.59,2.0,6.0,3.068,6.625,266.7980000000001,6.02,1.56e-09
12.685,0.0253159879259296,731.0,53.762,7.25,90.01,43.0,3.427789185489391,2.0,18.0,0.119,5.63,6.1,63.7,4.594224044678127,29.5,,0.39,7.3,35.5,53.762,3.1,64.0,511.7,310.0,2.0,3.0,2.067,3.5,88.8,5.49,5.4e-10
9.1341,4.361441162680045,2892.64,752.4775599999999,6.7752,247.87,54.0,5.0,13329.30047,135.9995299999991,0.33824,7.43572,46.43189000000001,35.834,20.0,16.915,302.0119999999999,2.124,12.304,116.62,752.4775599999999,2.7064,16.96,2025.1,270.64,3.0,6.0,3.068,6.625,291.208,7.11,4.079985899999974e-09
15.483,0.4042143928253922,833.0,63.342,6.98,213.08,78.0,22.25051334702259,436.89555,113.00445,0.126,4.776,10.9,60.4,1.804788936266688,19.85,112.2,0.33,6.5,33.1,63.342,3.31,26.0,583.3,331.0,2.0,4.0,3.068,4.5,82.7,5.49,3.390133500000001e-09
