pco2_psig,velocidad_fts,conductividad_uscm,cl_ppm,ph_xx,temperatura_f,presion_psig,anos_y,agua_bwpd,crudo_bopd,fe_total,so4_ppm,n2_mol,metano_mol,velcorr_mpy,espesormin_mm,co2_mol,na_ppm,ba_ppm,mg_ppm,ca_ppm,sr_ppm,hco3_megl,sst_ppm,sdt_ppm,alcalinidad_ppm,patronflujo_xx,fault_xx,diametronom_in,diametroint_in,diametroext_in,durezatotal_ppm,espesor_mm,flujogas_mmscfd,velcorrcal_cmpy,desgaste_xx,vidaremanenteactual_yr,vidaremanenteinstalacion_yr
9.322000000000001,8.002,495.0,4.505,6.59,247.42,59.0,12.0,5868.6284,107.5716000000002,0.234,2.832,2.2,81.8,3.001508390126388,4.44,15.8,65.0,0.24,6.0,7.7,0.111,2.43,20.0,346.7,243.0,3.0,0,3.0,3.068,3.5,19.2,5.49,3.2271480000000068e-09,3.444881889763779,0.19125683060109286,58.23843444227007,50.742857142857154
20.163,1.457,598.0,3.666,6.76,240.48,47.0,13.43189596167009,1831.7939,46.00610000000006,0.151,25.372,13.2,42.7,4.100715498618115,4.62,42.9,98.3,0.26,5.3,8.1,0.038,2.91,98.0,418.3,291.0,2.0,0,4.0,3.068,4.5,20.2,6.02,1.380183000000002e-09,4.103524207863742,0.23255813953488366,44.355616438356165,44.32525667351131
27.456,3.377,598.0000000000001,3.666,6.76,243.15,64.0,13.66187542778919,4309.43066,43.96933999999965,0.151,25.372,13.2,42.7,3.311741593423068,4.34,42.9,98.3,0.26,5.300000000000001,8.1,0.038,2.91,98.0,418.3,291.0,2.0,0,4.0,3.068,4.5,20.2,5.49,1.319080199999989e-09,3.314009909582946,0.20947176684881608,51.59404407385347,51.55872987530875
7.52,0.458,446.0,9.957,6.64,203.8,47.0,13.06228610540725,301.9625,43.13749999999999,0.094,9.892,13.3,70.1,4.025573840621366,4.17,16.0,47.0,0.61,4.9,15.7,0.338,2.06,25.0,311.7,206.0,2.0,0,3.0,3.068,3.5,39.1,5.49,1.294124999999999e-09,3.978515209178818,0.2404371584699454,40.782565379825655,41.264949287536524
16.482,14.12,534.0,10.556,6.61,248.58,82.0,11.0,10492.3728,58.02719999999863,0.284,8.092,8.0,71.6,12.352951256500992,4.7,20.1,62.0,0.26,5.0,25.0,0.813,2.57,16.0,373.3,257.0,3.0,0,3.0,3.068,3.5,62.5,5.49,1.740815999999959e-09,2.8274874731567645,0.14389799635701275,14.979365354603777,65.44303797468355
14.994,6.692,510.8000000000001,9.70536,6.5806,243.67,49.0,2.234086242299794,8461.664,146.3359999999993,0.148,10.63558,18.58,50.02,20.780260923266958,4.31,30.6,62.98399999999999,0.4534,6.412000000000001,16.186,0.3974,2.4002,26.62,357.6,240.02,3.0,0,4.0,3.068,4.5,40.34200000000001,5.49,4.39007999999998e-09,20.794493978693858,0.21493624772313308,8.165683770605986,8.160094664671277
8.48,6.594,446.0,9.957,6.64,247.33,53.0,11.72073921971253,8398.2913,93.40869999999995,0.094,9.892,13.3,70.1,11.949890286138901,1.93,16.0,47.0,0.61,4.9,15.7,0.338,2.06,25.0,311.7,206.0,3.0,0,4.0,3.068,4.5,39.1,5.49,2.802260999999999e-09,11.958075142499265,0.6484517304189436,6.3585731876250575,6.354220981473366
28.35600000000001,4.459,638.0,9.873,6.84,243.31,68.0,12.61601642710472,5690.34116,58.05883999999969,0.081,8.796,33.9,22.1,4.054058672353457,4.72,41.7,75.8,0.35,7.2,30.9,1.178,3.19,22.0,446.7,319.0,3.0,0,4.0,3.068,4.5,77.1,6.02,1.7417651999999909e-09,4.056835424868767,0.2159468438538206,45.837218124341405,45.805844258410986
34.83000000000001,15.757,436.9999999999999,10.633,6.769999999999999,247.91,90.0,3.0,11706.90384,68.29615999999987,0.105,8.940999999999999,19.2,40.7,2.6345700173414706,5.23,38.7,45.5,0.27,4.899999999999999,16.7,0.432,2.04,68.0,306.6999999999999,204.0,3.0,0,3.0,3.068,3.5,41.79999999999999,6.02,2.048884799999996e-09,10.367454068241459,0.13122923588039853,78.15526270157804,19.86075949367091
27.939,6.627,638.0,9.873,6.84,243.87,67.0,10.85010266940452,4936.37753,20.32247000000007,0.081,8.796,33.9,22.1,2.683284952741998,4.75,41.7,75.8,0.35,7.2,30.9,1.178,3.19,22.0,446.7,319.0,3.0,0,3.0,3.068,3.5,77.1,5.49,6.096741000000021e-10,2.6851228191479852,0.1347905282331512,69.69363198815252,69.64592929685332
27.995,6.644,415.0,7.632,6.79,248.58,55.0,1.0,8472.1188,64.88119999999981,0.47,9.342,7.9,40.1,20.171274836564894,4.73,50.9,45.1,0.4,6.8,11.6,0.194,1.99,8.0,291.7,199.0,3.0,0,4.0,3.068,4.5,27.6,6.02,1.946435999999994e-09,50.78740157480312,0.21428571428571416,9.231963470319641,3.666666666666669
17.538,6.988,495.0000000000001,4.505,6.59,246.44,111.0,9.0,5174.11944,50.68055999999979,0.234,2.832,2.2,81.8,2.88957499802084,4.71,15.8,65.0,0.24,6.0,7.7,0.111,2.430000000000001,20.0,346.7,243.0,3.0,0,3.0,2.067,3.5,19.2,5.49,1.5204167999999938e-09,3.412073490813649,0.14207650273224048,64.1731296101159,54.34615384615383
25.437,0.523,638.0,9.873,6.84,223.6,61.0,3.137577002053388,588.555,87.94500000000005,0.081,8.796,33.9,22.1,11.034615437468222,5.14,41.7,75.8,0.35,7.2,30.9,1.178,3.19,22.0,446.7,319.0,2.0,0,4.0,3.068,4.5,77.1,6.02,2.638350000000001e-09,11.042173393247309,0.14617940199335547,18.338854296388547,18.32630203472093
13.4792,3.978,493.02,4.65944,6.603200000000001,240.76,58.0,8.44079397672827,2852.1576,125.0424000000003,0.18516,3.06036,5.739999999999999,70.52,4.241573679384792,4.58,23.24,62.69,0.2334,6.528,8.096,0.12552,2.4762,18.68,344.456,246.96,3.0,0,3.0,3.068,3.5,20.784,5.49,3.751272000000008e-09,4.244478866836423,0.16575591985428054,42.51133524010235,42.48223781694008
22.2,5.886,675.0,23.803,6.97,245.7,74.0,7.737166324435318,7439.2173,144.0826999999999,0.061,6.208,7.4,62.1,7.729129400226245,3.97,30.0,79.4,0.22,7.0,30.8,0.851,3.19,14.0,473.3,319.0,3.0,0,4.0,2.067,4.5,77.0,5.49,4.3224809999999976e-09,7.734423324472976,0.2768670309653916,20.22209805335256,20.20825678158435
23.166,0.16,598.0,3.666,6.76,160.79,54.0,7.750855578370979,93.69,114.51,0.151,25.372,13.2,42.7,4.8221740738783465,5.4,42.9,98.3,0.26,5.3,8.1,0.038,2.91,98.0,418.3,291.0,2.0,0,4.0,2.067,4.5,20.2,6.35,3.4353e-09,4.825476932833057,0.14960629921259833,44.08767123287674,44.05749486652981
11.95392,5.641,436.08,9.213000000000001,6.688000000000001,244.27,44.0,7.550992470910336,7288.7484,126.0515999999998,0.21432,9.716,11.572,60.49999999999999,17.558798170533255,2.65,27.168,46.392,0.5428,5.508,14.388,0.29192,2.0376,19.56,305.3,203.76,3.0,0,4.0,3.068,4.5,35.42,6.02,3.781547999999994e-09,17.570824744622655,0.5598006644518272,5.941790984106337,5.937724049825635
22.396,3.752,415.0,7.632,6.79,244.17,44.0,6.0,4872.816,59.1840000000002,0.47,9.342,7.9,40.1,10.535693965289942,3.41,50.9,45.1,0.4,6.8,11.6,0.194,1.99,8.0,291.7,199.0,3.0,0,4.0,2.067,4.5,27.6,5.49,1.7755200000000059e-09,13.648293963254595,0.3788706739526412,12.74258429926238,9.836538461538462
14.734,0.705,833.0,63.342,6.98,160.88,53.0,7.184120465434634,892.4319999999999,32.36800000000005,0.126,4.776,10.9,60.4,9.145591271365474,3.82,27.8,112.2,0.33,6.5,33.1,1.302,3.31,26.0,583.3,331.0,2.0,0,4.0,3.068,4.5,82.7,5.49,9.710400000000016e-10,9.151855374975996,0.3041894353369764,16.444393404970874,16.43313783111395
8.48,6.858,446.0,9.957,6.64,247.04,53.0,6.86652977412731,8792.26866,40.63133999999991,0.094,9.892,13.3,70.1,18.50691958959675,2.79,16.0,47.0,0.61,4.9,15.7,0.338,2.06,25.0,311.7,206.0,3.0,0,4.0,3.068,4.5,39.1,6.02,1.2189401999999969e-09,18.519595561918397,0.5365448504983388,5.935213537469784,5.931151105205943
12.16,10.484,446.0,9.957,6.64,245.29,76.0,6.417522245037645,7721.415,117.585,0.094,9.892,13.3,70.1,7.479307194109271,4.27,16.0,47.0,0.61,4.9,15.7,0.338,2.06,25.0,311.7,206.0,3.0,0,3.0,2.067,3.5,39.1,5.49,3.5275500000000007e-09,7.484430007255924,0.22222222222222232,22.476712328767118,22.461327857631748
20.1,4.833,675.0,23.803,6.97,244.31,67.0,5.900068446269678,6128.450400000001,99.64959999999974,0.061,6.208,7.4,62.1,16.93735498839907,3.48,30.0,79.4,0.22,7.0,30.8,0.851,3.19,14.0,473.3,319.0,3.0,0,4.0,3.068,4.5,77.0,6.02,2.989487999999992e-09,16.948955916473317,0.4219269102990033,8.089095027505126,8.083558343708065
16.5,1.66,675.0,23.803,6.97,232.07,55.0,5.634496919917864,2008.7925,136.2074999999998,0.061,6.208,7.4,62.1,4.957607339898839,4.78,30.0,79.4,0.22,7.0,30.8,0.851,3.19,14.0,473.3,319.0,2.0,0,4.0,3.068,4.5,77.0,5.49,4.0862249999999925e-09,4.961002961364524,0.12932604735883424,37.95963727570905,37.93365532001041
20.4,5.507,675.0,23.803,6.97,245.67,68.0,4.0,6881.179999999999,212.8200000000006,0.061,6.208,7.4,62.1,3.2039549373216443,5.02,30.0,79.4,0.22,7.0,30.8,0.851,3.19,14.0,473.3,319.0,1.0,0,4.0,3.068,4.5,77.0,5.49,6.384600000000019e-09,4.62598425196851,0.08561020036429884,61.685572719323716,42.723404255319096
18.348,0.777,833.0,63.342,6.98,220.39,66.0,4.906228610540725,2237.634,45.66600000000017,0.126,4.776,10.9,60.4,4.5708397778402645,5.45,27.8,112.2,0.33,6.5,33.1,1.302,3.31,26.0,583.3,331.0,2.0,0,6.0,2.067,6.625,82.7,6.02,1.369980000000005e-09,4.573970490016869,0.09468438538205971,46.942561884162515,46.91043145166137
19.182,0.146,638.0,9.873,6.84,98.05,46.0,3.030800821355236,80.556,111.244,0.081,8.796,33.9,22.1,28.740157480314963,2.79,41.7,75.8,0.35,7.2,30.9,1.178,3.19,22.0,446.7,319.0,1.0,0,4.0,2.067,4.5,77.1,5.54,3.3373200000000006e-09,35.72247828777501,0.4963898916967509,3.8219178082191783,3.0748851969385846
7.510599999999999,4.146,2273.92,553.46068,6.7956,247.12,47.0,31.03901437371663,12046.3212,48.37880000000041,0.27572,7.890160000000001,37.85508,45.448,1.2295118971467556,4.52,15.98,239.336,1.602,9.712,93.16000000000001,2.47748,2.7292,18.88,1591.9,272.92,2.0,0,6.0,3.068,6.625,232.624,5.49,1.451364000000012e-09,1.2303540285831576,0.1766848816029145,144.7344725321281,144.6354071847413
9.995999999999999,2.502,624.0,22.749,6.85,245.92,49.0,3.649555099247091,7284.57891,28.52109000000019,0.109,9.102,78.4,0.0,18.326432001701207,4.32,20.4,72.2,0.21,2.8,30.6,0.521,2.79,24.0,436.7,279.0,2.0,0,6.0,3.068,6.625,76.4,6.02,8.556327000000056e-10,18.338984352387303,0.282392026578073,9.280515713134573,9.274163546322024
9.810700000000002,4.716,2892.64,752.47756,6.775199999999999,247.92,58.0,3.137577002053388,13692.02562,63.27437999999893,0.33824,7.43572,46.43189,35.834,11.410795509200096,6.2,16.915,302.012,2.124,12.304,116.62,3.21116,2.7064,16.96,2025.1,270.64,2.0,0,6.0,3.068,6.625,291.208,7.11,1.898231399999968e-09,11.418611122562561,0.1279887482419128,21.39153996688243,21.37689825574836
9.006,5.372,495.0,4.505,6.59,240.61,57.0,16.16153319644079,6858.423159999999,69.97684000000027,0.234,2.832,2.2,81.8,1.9474950012071797,5.22,15.8,65.0,0.24,6.0,7.7,0.111,2.43,20.0,346.7,243.0,3.0,0,4.0,3.068,4.5,19.2,6.02,2.099305200000008e-09,1.9488289018929386,0.13289036544850497,105.52623287671236,105.45400410677618
13.872,3.159,624.0,22.749,6.85,229.62,68.0,13.54688569472964,4035.98,49.01999999999998,0.109,9.102,78.4,0.0,4.879088982106827,3.81,20.4,72.2,0.21,2.8,30.6,0.521,2.79,24.0,436.7,279.0,2.0,0,4.0,2.067,4.5,76.4,5.49,1.470599999999999e-09,4.88243082387539,0.30601092896174864,30.743444227005853,30.72240148626186
13.872,3.159,624.0,22.749,6.85,229.62,68.0,13.13620807665982,4035.98,49.01999999999998,0.109,9.102,78.4,0.0,4.911823496010476,3.85,20.4,72.2,0.21,2.8,30.6,0.521,2.79,24.0,436.7,279.0,2.0,0,4.0,2.067,4.5,76.4,5.49,1.470599999999999e-09,4.915187758678979,0.2987249544626594,30.85917139993318,30.83804944825628
10.608,3.877,624.0,22.749,6.85,243.34,52.0,12.0766598220397,2868.0011,31.89889999999968,0.109,9.102,78.4,0.0,0.7818678072178185,3.67,20.4,72.2,0.21,2.8,30.6,0.521,2.79,24.0,436.7,279.0,3.0,0,3.0,2.067,3.5,76.4,3.91,9.569669999999906e-10,0.7824033331131733,0.061381074168798004,184.79874429223733,184.6722564453569
21.021,0.238,598.0,3.666,6.76,102.86,49.0,5.760438056125941,235.542,82.75800000000001,0.151,25.372,13.2,42.7,-1.0927816532439159,5.65,42.9,98.3,0.26,5.3,8.1,0.038,2.91,98.0,418.3,291.0,2.0,0,4.0,3.068,4.5,20.2,5.49,2.48274e-09,-1.0935301338283296,-0.029143897996357037,-203.55479452054777,-203.4154688569471
9.588,0.071,624.0,22.749,6.85,106.16,47.0,6.759753593429158,75.60000000000001,18.89999999999999,0.109,9.102,78.4,0.0,1.1058383801660296,5.35,20.4,72.2,0.21,2.8,30.6,0.521,2.79,24.0,436.7,279.0,2.0,0,4.0,2.067,4.5,76.4,5.54,5.669999999999998e-10,1.1065958037140886,0.0342960288808665,190.4708002883918,190.340430130768
21.45,2.857,598.0,3.666,6.76,231.36,50.0,6.494182067077344,3653.35091,28.34908999999971,0.151,25.372,13.2,42.7,4.361912602408681,4.77,42.9,98.3,0.26,5.3,8.1,0.038,2.91,98.0,418.3,291.0,2.0,0,4.0,3.068,4.5,20.2,5.49,8.504726999999911e-10,4.364900213780196,0.13114754098360668,43.05342465753422,43.02395619438737
9.638,5.152,495.0,4.505,6.59,219.74,61.0,6.209445585215605,3707.0532,178.7467999999999,0.234,2.832,2.2,81.8,27.941819772528437,1.13,15.8,65.0,0.24,6.0,7.7,0.111,2.43,20.0,346.7,243.0,1.0,0,3.0,2.067,3.5,19.2,5.54,5.362403999999997e-09,27.960958005249346,0.796028880866426,1.5921722113502934,1.5910824288647696
7.68,1.455,446.0,9.957,6.64,242.09,48.0,25.36618754277892,4189.1832,68.11679999999978,0.094,9.892000000000001,13.3,70.1,1.9387585995895145,4.24,16.0,47.0,0.61,4.9,15.7,0.338,2.06,25.0,311.7,206.0,2.0,0,6.0,3.068,6.625,39.1,5.49,2.043503999999994e-09,1.9400865164385483,0.22768670309653916,86.10104109589041,86.04210814510608
17.538,8.273953786710779,495.0,4.505,6.59,247.93,111.0,3.446954140999316,25286.59954,258.0004599999993,0.234,2.832,2.2,81.8,6.163496838510745,5.48,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,3.0,0,6.0,3.068,6.625,19.2,6.02,7.74001379999998e-09,6.1677184116878045,0.08970099667774073,35.00416032470833,34.98020128273386
39.039,8.89822965897294,598.0,3.666,6.76,249.05,91.0,7.895890410958904,12036.29979,69.00020999999833,0.151,25.372,13.2,42.7,8.575869485327344,2.12,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,3.0,0,4.0,3.068,4.5,20.2,6.02,2.07000629999995e-09,19.4459774762714,0.6478405315614617,9.732490340709518,4.292125043905867
18.486,7.793898240439393,495.0,4.505,6.59,246.75,117.0,4.714579055441479,23985.5,77.0,0.234,2.832,2.2,81.8,16.689986922366412,5.11,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,3.0,0,6.0,3.068,6.625,19.2,7.11,2.31e-09,16.70141842025844,0.2812939521800281,12.054,12.045749486652978
16.1425,6.278715837158295,495.0,4.505,6.59,247.47,55.0,12.145106091718,19258.6001,125.9999000000025,0.234,2.832,2.2,81.8,8.331018403470532,2.92,29.35,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,3.0,0,6.0,3.068,6.625,19.2,5.49,3.779997000000076e-09,8.331018403470534,0.46812386156648456,13.799108866854693,13.79910886685469
17.343,0.7171332272057696,406.0,7.742,6.61,211.14,41.0,18.5242984257358,971.60004,3.999959999999987,0.221,8.979,46.8,10.5,0.6163430631620335,5.73,42.3,55.4,0.34,7.7,11.2,7.742,2.12,36.0,283.3,219.0,2.0,0,4.0,3.068,4.5,27.5,6.02,1.199987999999996e-10,0.6163430631620334,0.04817275747508292,366.01458613609117,366.0145861360912
30.56796,5.470352955551456,492.8099999999999,4.67582,6.6046,246.25,123.0,6.357289527720739,16812.89995,76.00005000000237,0.17998,3.08458,6.507,68.07600000000001,7.04597409194819,5.97,24.852,62.44499999999999,0.2327,6.584,8.138,4.67582,2.4811,18.54,344.218,247.38,3.0,0,6.0,3.068,6.625,20.952,7.11,2.280001500000071e-09,7.059909662454987,0.1603375527426161,33.35796683489543,33.29212147411649
20.382,6.366363789942208,495.0,4.505,6.59,248.54,129.0,23.72621492128679,19598.19992,57.00008000000162,0.234,2.832,2.2,81.8,1.3265708506953593,4.69,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,2.0,0,6.0,3.068,6.625,19.2,5.49,1.710002400000048e-09,1.3274794608670684,0.14571948998178502,139.1902054794521,139.09493497604385
24.723,8.907312274787879,534.0,10.556,6.61,248.46,123.0,4.741957563312799,27390.0,110.0,0.284,8.092,8.0,71.6,13.357867651070183,5.5,20.1,62.00000000000001,0.26,5.0,25.0,10.556,2.57,16.0,373.3000000000001,257.0,3.0,0,6.0,3.068,6.625,62.5,7.11,3.3e-09,13.36701687548872,0.2264416315049227,16.210329277631235,16.199233911938133
26.741295,7.671366013764767,434.72,7.01018,7.0757,248.14,69.0,22.73511293634497,23549.20006,134.9999399999979,0.0326,9.23809,8.788,54.54799999999999,0.7614203571374394,5.05,38.7555,48.934,0.3965,6.098000000000001,11.653,7.01018,1.9961,30.49,304.75,199.61,3.0,0,6.0,3.068,6.625,29.139,5.49,4.0499981999999364e-09,0.7619418779299993,0.08014571948998185,261.11581569115793,260.9370916557773
33.56709,10.63505047615395,495.0,4.505,6.59,247.23,129.0,2.187542778918549,14400.09993,68.00007000000005,0.234,2.832,2.2,81.8,11.878282892986316,4.83,26.021,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,3.0,0,4.0,3.068,4.5,19.2,5.49,2.0400021000000023e-09,11.878282892986315,0.1202185792349727,16.008835791176647,16.00883579117665
37.275,6.854678843959306,566.0,9.491,6.53,248.84,71.0,12.4435318275154,21071.79996,91.00004000000263,0.194,11.269,26.5,19.9,2.4362022816454862,5.25,52.5,76.6,0.32,7.7,16.6,9.491,2.69,28.0,396.7,269.0,3.0,0,6.0,3.068,6.625,41.4,6.02,2.7300012000000793e-09,2.436202281645486,0.127906976744186,84.84226246033232,84.84226246033234
18.486,5.020485100334986,495.0,4.505,6.59,245.21,117.0,4.186173853524983,15283.0,217.0,0.234,2.832,2.2,81.8,9.404788266738075,4.49,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,3.0,0,6.0,3.068,6.625,19.2,5.49,6.51e-09,9.404788266738077,0.18214936247723132,18.79592060232718,18.795920602327175
49.764,1.332380444541678,598.0,3.666,6.76,233.31,116.0,2.557152635181382,1042.6003,9.999700000000075,0.151,25.372,13.2,42.7,9.846734896895924,4.85,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,2.0,0,3.0,3.068,3.5,20.2,5.49,2.9999100000000235e-10,9.853479235866406,0.11657559198542815,19.39169520547944,19.378422313483895
50.06100000000001,2.491553389503665,478.0,13.176,6.86,244.12,111.0,14.99520876112252,7682.300010000001,9.999989999999343,0.459,8.897,20.7,33.4,3.6482939632545954,4.1,45.1,55.5,0.28,5.0,18.4,13.176,2.14,45.0,335.0,214.0,2.0,0,6.0,3.068,6.625,46.0,5.49,2.999996999999803e-10,3.64945965878786,0.25318761384335164,44.24460431654674,44.2304718853254
11.376,6.287525978753722,495.0,4.505,6.59,188.26,72.0,14.73237508555784,19345.79988,66.0001200000006,0.234,2.832,2.2,81.8,2.4568802157489094,4.57,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,3.0,0,6.0,3.068,6.625,19.2,5.49,1.9800036000000183e-09,2.45856301041723,0.1675774134790528,73.23159618820728,73.18147189239059
20.605605,3.643900476049587,436.09,10.05476,6.8259,244.8,53.0,6.171115674195756,11205.0,45.0,0.09317,8.95335,17.053,42.96100000000001,3.8278406193014676,5.42,38.8785,45.968,0.2791,5.095,15.894,10.05476,2.0309,63.31999999999999,306.05,203.09,2.0,0,6.0,3.068,6.625,39.785,6.02,1.35e-09,3.8278406193014676,0.09966777408637868,55.74574492356836,55.74574492356836
41.1885,6.455576921112063,675.0,23.803,6.97,248.91,113.0,13.46201232032854,4998.0,102.0,0.061,6.208,7.4,62.1,2.425699685647897,4.66,36.45,79.4,0.22,7.0,30.8,23.803,3.19,14.0,473.3,319.0,3.0,0,3.0,3.068,3.5,77.0,5.49,3.0599999999999998e-09,2.427361123788752,0.15118397085610202,75.6336689222644,75.58190049726626
20.382,6.278715837158295,495.0,4.505,6.59,247.21,129.0,4.728268309377139,19258.6001,125.9999000000025,0.234,2.832,2.2,81.8,4.077208212320307,5.0,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,3.0,0,6.0,3.068,6.625,19.2,5.49,3.779997000000076e-09,4.080000820684909,0.08925318761384339,48.28068213586802,48.24763580997078
16.952,1.017555890140372,534.0,10.556,6.61,237.57,52.0,8.700889801505818,1335.8495,48.45050000000015,0.284,8.092,8.0,71.6,9.631298840948842,3.89,32.6,62.0,0.26,5.0,25.0,10.556,2.57,16.0,373.3,257.0,2.0,0,4.0,3.068,4.5,62.5,6.02,1.453515000000004e-09,9.637895620976892,0.35382059800664445,15.901241237378617,15.89035743091908
38.31696,8.045990766371085,479.6800000000001,10.59912,6.6996,247.68,132.0,5.462012320328542,10864.90034,80.9996599999995,0.18376,8.567440000000001,13.376,56.768,5.042132891283327,4.79,29.028,52.76000000000001,0.2656000000000001,4.944000000000001,20.352,10.59912,2.2732,45.12,336.004,227.32,3.0,0,4.0,3.068,4.5,50.908,5.49,2.4299897999999853e-09,5.04558640696229,0.12750455373406197,37.4013698630137,37.375770020533864
28.70652,8.745361142519007,435.45,10.48845,6.761999999999999,248.99,73.0,33.74948665297741,26865.0,135.0,0.1108,8.9429,21.351,37.962,1.63216860589165,5.71,39.32400000000001,45.995,0.2735,5.04,16.425,10.48845,2.044,66.39999999999999,305.53,204.75,3.0,0,6.0,3.068,6.625,41.08499999999999,7.11,4.05e-09,1.6331540329179473,0.19690576652601974,137.73279843444223,137.6496919917864
13.588,7.104958123767619,495.0,4.505,6.59,247.73,86.0,2.902121834360027,21867.49995,68.00004999999874,0.234,2.832,2.2,81.8,6.085500140201429,5.58,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,3.0,0,6.0,3.068,6.625,19.2,6.02,2.040001499999962e-09,5.969023919179908,0.07308970099667766,36.09975093399755,36.80418144483857
16.116,6.783614687119726,495.0,4.505,6.59,248.72,102.0,3.34839151266256,20832.39998,111.0000199999995,0.234,2.832,2.2,81.8,4.350425892184563,5.65,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,3.0,0,6.0,3.068,6.625,19.2,6.02,3.330000599999985e-09,4.350425892184564,0.06146179401993343,51.1308433690365,51.13084336903649
22.737,0.3101208520926383,598.0,3.666,6.76,170.44,53.0,3.216974674880219,124.999,120.001,0.151,25.372,13.2,42.7,6.359524208410126,4.97,42.9,98.3,0.26,5.3,8.1,3.666,2.91,98.0,418.3,291.0,2.0,0,3.0,3.068,3.5,20.2,5.49,3.60003e-09,6.363880046909037,0.09471766848816038,30.767913593256026,30.7468541041436
51.183,8.694216974948498,566.0,9.491,6.53,248.76,99.0,3.249828884325804,26740.10002,101.9999799999969,0.194,11.269,26.5,19.9,3.147616236260272,5.76,51.7,76.6,0.32,7.7,16.6,9.491,2.69,28.0,396.7,269.0,3.0,0,6.0,3.068,6.625,41.4,6.02,3.059999399999906e-09,3.1497721377919565,0.04318936877076409,72.04552160168603,71.99620912967941
24.2,1.012639517037186,495.0,4.505,6.59,230.38,110.0,24.71731690622861,724.0,76.0,0.234,2.832,2.2,81.8,0.923404129103849,4.91,22.0,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,2.0,0,3.0,2.067,3.5,19.2,5.49,2.28e-09,0.9238318930780531,0.10564663023679419,209.3418044402456,209.2448724303146
20.8,5.182436232603856,446.0,9.957,6.64,246.13,130.0,24.45995893223819,15936.0,64.0,0.094,9.892,13.3,70.1,4.748239054906587,3.07,16.0,47.0,0.61,4.9,15.7,9.957,2.06,25.0,311.7,206.0,2.0,0,6.0,3.068,6.625,39.1,6.02,1.92e-09,4.748239054906586,0.4900332225913621,25.45494031253262,25.454940312532628
26.0775,8.421458877981266,430.0,6.185,7.2,249.04,57.0,3.208761122518823,25896.0,104.0,0.014,9.036,7.9,52.6,11.157654994490878,6.2,45.75,49.1,0.34,6.4,10.5,6.185,1.97,32.0,301.7,197.0,3.0,0,6.0,3.068,6.625,26.3,7.11,3.12e-09,11.165297223939158,0.1279887482419128,21.87686286316423,21.86188896661176
35.28,5.182436232603856,437.0,10.633,6.77,248.21,120.0,13.76865160848734,15880.0,120.0,0.105,8.941,19.2,40.7,2.475147199353989,5.15,29.4,45.5,0.27,4.9,16.7,10.633,2.04,68.0,306.7,204.0,3.0,0,6.0,3.068,6.625,41.8,6.02,3.6e-09,2.4876777681572833,0.14451827242524906,81.91670603054644,81.50408710771251
26.316,7.463841832875435,437.0,10.633,6.77,248.74,68.0,3.718001368925393,22990.49995,53.00005000000237,0.105,8.941,19.2,40.7,12.17803283064194,5.96,38.7,45.5,0.27,4.9,16.7,10.633,2.04,68.0,306.7,204.0,3.0,0,6.0,3.068,6.625,41.8,7.11,1.590001500000071e-09,12.177400183224528,0.16174402250351622,19.267945205479442,19.268946225039418
26.4768,8.097556613443526,492.15,4.7273,6.609,249.16,96.0,12.44626967830253,24865.0,135.0,0.1637,3.1607,7.805,63.94,3.036674969082451,5.06,27.58,61.675,0.2305,6.76,8.270000000000001,4.7273,2.4965,18.1,343.47,248.7,3.0,0,6.0,4.026,6.625,21.48,6.02,4.05e-09,3.0366749690824513,0.159468438538206,65.60221309605292,65.6022130960529
14.852,11.32726486735903,495.0,4.505,6.59,246.87,94.0,3.227926078028748,15315.80022,93.9997800000001,0.234,2.832,2.2,81.8,48.78403114739811,3.26,15.8,65.0,0.24,6.0,7.7,4.505,2.43,20.0,346.7,243.0,3.0,0,4.0,3.068,4.5,19.2,6.02,2.819993400000003e-09,33.662919997595715,0.4584717607973422,2.630911256700416,3.812695295062942
25.929,9.250082248315806,437.0,10.633,6.77,248.36,67.0,12.54483230663929,7288.699979999999,19.0000200000004,0.105,8.941,19.2,40.7,2.1953415796835967,4.79,38.7,45.5,0.27,4.9,16.7,10.633,2.04,68.0,306.7,204.0,3.0,0,3.0,3.068,3.5,41.8,5.49,5.700006000000121e-10,2.1968452382998183,0.12750455373406197,85.90129158512717,85.84249535543168
